"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Everything But The Girl","Kate","F","10","Harrell","218.74893","paid","Lansing-East Lansing, MI","828","My Baby Don't Love Me","97"
"Florence + The Machine","Kate","F","11","Harrell","219.66322","paid","Lansing-East Lansing, MI","828","Dog Days Are Over (Radio Edit)","97"
"BoDeans","Kate","F","12","Harrell","354.01098","paid","Lansing-East Lansing, MI","828","Naked (Live)","97"
"OneRepublic","Kate","F","13","Harrell","208.14322","paid","Lansing-East Lansing, MI","828","Apologize","97"
"Miley Cyrus","Kate","F","14","Harrell","194.45506","paid","Lansing-East Lansing, MI","828","Full Circle","97"
"Coldplay","Kate","F","15","Harrell","139.12771","paid","Lansing-East Lansing, MI","828","Don't Panic","97"
"Atreyu","Kate","F","16","Harrell","308.37506","paid","Lansing-East Lansing, MI","828","You Were The King_ Now You're Unconscious (Album Version)","97"
"Bruce Springsteen","Kate","F","17","Harrell","270.54975","paid","Lansing-East Lansing, MI","828","Born To Run","97"
"BjÃÂ¶rk","Kate","F","18","Harrell","348.57751","paid","Lansing-East Lansing, MI","828","Undo","97"
"Big Shug","Kate","F","19","Harrell","140.56444","paid","Lansing-East Lansing, MI","828","It Just Don't Stop","97"
"The Wallflowers","Kate","F","20","Harrell","315.24526","paid","Lansing-East Lansing, MI","828","Be Your Own Girl","97"
"Chris Brown","Kate","F","21","Harrell","203.80689","paid","Lansing-East Lansing, MI","828","Ain't No Way (You Won't Love Me)","97"
"Charly GarcÃÂ­a","Kate","F","22","Harrell","231.73179","paid","Lansing-East Lansing, MI","828","Filosofia Barata Y Zapatos De Goma","97"
"N.W.A ft. Eazy-E","Kate","F","23","Harrell","338.18077","paid","Lansing-East Lansing, MI","828","Boyz-N-The-Hood","97"
"The Mighty Mighty Bosstones","Kate","F","24","Harrell","158.87628","paid","Lansing-East Lansing, MI","828","1/2/2008","97"
"Beastie Boys","Kate","F","25","Harrell","211.722","paid","Lansing-East Lansing, MI","828","Unite (2009 Digital Remaster)","97"
"Yuksek","Kate","F","26","Harrell","218.95791","paid","Lansing-East Lansing, MI","828","Take A Ride","97"
"Fernando Ubiergo","Kate","F","27","Harrell","218.74893","paid","Lansing-East Lansing, MI","828","Cuando Agosto Era 21","97"
"Phoenix","Kate","F","28","Harrell","192.86159","paid","Lansing-East Lansing, MI","828","Napoleon Says","97"
"Radney Foster","Jayden","M","0","Fox","288.96608","free","New Orleans-Metairie, LA","790","Sweet And Wild","101"
"Neneh Cherry","Jayden","M","1","Fox","232.202","free","New Orleans-Metairie, LA","790","Manchild","101"
"Hooligans","Ayla","F","0","Johnson","189.98812","free","Santa Rosa, CA","785","Szex & KV","63"
"Kid Cudi / MGMT / Ratatat","Lily","F","0","Burns","295.67955","free","New York-Newark-Jersey City, NY-NJ-PA","786","Pursuit Of Happiness (nightmare)","32"
"Foals","Morris","M","0","Gilmore","316.89098","free","Raleigh, NC","351","Blue Blood","23"
"'N Sync/Phil Collins","Morris","M","1","Gilmore","143.64689","free","Raleigh, NC","351","Trashin' The Camp (Phil And 'N Sync Version)","23"
"Kristian Stanfill","Jayden","M","0","Fox","287.50322","free","New Orleans-Metairie, LA","838","I Need You","101"
"Enrique Iglesias","Jayden","M","1","Fox","241.42322","free","New Orleans-Metairie, LA","838","Tired Of Being Sorry","101"
"Michael Cretu","Jayden","M","2","Fox","301.06077","free","New Orleans-Metairie, LA","838","The Invisible Man","101"
"Tommy Emmanuel","Jayden","M","3","Fox","168.14975","free","New Orleans-Metairie, LA","838","Windy & Warm","101"
"Cherise","Stefany","F","0","White","229.69424","free","Lubbock, TX","772","No Good 4 You","83"
"Anna Waronker","Jayden","F","0","Duffy","189.6224","free","Seattle-Tacoma-Bellevue, WA","662","Nothing Personal","76"
"King ChangÃÂ³","Cecilia","F","0","Owens","340.74077","free","Atlanta-Sandy Springs-Roswell, GA","763","ConfesiÃÂ³n","6"
"Gang Of Four","Cecilia","F","1","Owens","193.14893","free","Atlanta-Sandy Springs-Roswell, GA","763","I Found That Essence Rare","6"
"Line Renaud","Cecilia","F","2","Owens","176.16934","free","Atlanta-Sandy Springs-Roswell, GA","763","Le Soir","6"
"the bird and the bee","Tegan","F","2","Levine","198.1122","paid","Portland-South Portland, ME","823","Last Day Of Our Love","80"
"Explosions In The Sky","Adelyn","F","0","Jordan","497.47546","free","Chicago-Naperville-Elgin, IL-IN-WI","458","Your Hand In Mine","7"
"Paul Van Dyk Featuring Jessica Sutta","Layla","F","0","Griffin","425.66485","paid","Lake Havasu City-Kingman, AZ","672","White Lies (Dave Spoon Remix)","24"
"Tim Hughes","Layla","F","1","Griffin","323.47383","paid","Lake Havasu City-Kingman, AZ","672","God of Justice","24"
"David Cassidy & The Partridge Family","Layla","F","2","Griffin","227.73506","paid","Lake Havasu City-Kingman, AZ","672","I'll Meet You Halfway","24"
"Snow Patrol","Layla","F","3","Griffin","200.93342","paid","Lake Havasu City-Kingman, AZ","672","Crack The Shutters","24"
"Third Eye Blind","Layla","F","4","Griffin","347.11465","paid","Lake Havasu City-Kingman, AZ","672","Darwin","24"
"HYPOCRISY","Layla","F","5","Griffin","331.38893","paid","Lake Havasu City-Kingman, AZ","672","The Quest","24"
"Peccatum","Layla","F","6","Griffin","283.0624","paid","Lake Havasu City-Kingman, AZ","672","And Pray For Me","24"
"Justyna Steczkowska","Layla","F","7","Griffin","333.53098","paid","Lake Havasu City-Kingman, AZ","672","Noc...","24"
"Bloc Party","Layla","F","8","Griffin","259.36934","paid","Lake Havasu City-Kingman, AZ","672","Your Visits Are Getting Shorter","24"
"Temprees","Layla","F","9","Griffin","177.34485","paid","Lake Havasu City-Kingman, AZ","672","At Last","24"
"Mickie Krause","Layla","F","10","Griffin","204.17261","paid","Lake Havasu City-Kingman, AZ","672","Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West)","24"
"Foolish Things","Layla","F","11","Griffin","266.86649","paid","Lake Havasu City-Kingman, AZ","672","Who Can Compare","24"
"Bersuit Vergarabat","Layla","F","12","Griffin","289.30567","paid","Lake Havasu City-Kingman, AZ","672","Hecho En Buenos Aires","24"
"ManÃÂ¡","Layla","F","13","Griffin","262.81751","paid","Lake Havasu City-Kingman, AZ","672","Mariposa traicionera","24"
"Newton Faulkner","Layla","F","14","Griffin","190.04036","paid","Lake Havasu City-Kingman, AZ","672","Feels Like Home","24"
"BjÃÂ¶rk","Layla","F","15","Griffin","260.25751","paid","Lake Havasu City-Kingman, AZ","672","Come To Me","24"
"Olivia Newton-John","Layla","F","16","Griffin","132.23138","paid","Lake Havasu City-Kingman, AZ","672","Hochmah (Interlude)","24"
"David Byrne & Fatboy Slim feat. Charmaine Clamor","Layla","F","17","Griffin","238.65424","paid","Lake Havasu City-Kingman, AZ","672","Walk Like A Woman (Album Version)","24"
"Lords Of The New Church","Layla","F","18","Griffin","182.36036","paid","Lake Havasu City-Kingman, AZ","672","Girls Girls Girls","24"
"Harry Chapin","Layla","F","19","Griffin","406.15138","paid","Lake Havasu City-Kingman, AZ","672","Taxi  (LP Version)","24"
"Jimmy Eat World","Layla","F","20","Griffin","166.00771","paid","Lake Havasu City-Kingman, AZ","672","The Middle","24"
"Now It's Overhead","Layla","F","21","Griffin","267.04934","paid","Lake Havasu City-Kingman, AZ","672","Profile (Album Version)","24"
"BjÃÂ¶rk","Layla","F","22","Griffin","348.57751","paid","Lake Havasu City-Kingman, AZ","672","Undo","24"
"THE CHIFFONS","Layla","F","23","Griffin","124.682","paid","Lake Havasu City-Kingman, AZ","672","I Have A Boyfriend","24"
"BeyoncÃÂ©","Layla","F","24","Griffin","293.14567","paid","Lake Havasu City-Kingman, AZ","672","Dangerously In Love","24"
"Roxy Music","Layla","F","25","Griffin","269.5571","paid","Lake Havasu City-Kingman, AZ","672","More Than This","24"
"Tokio Hotel","Layla","F","26","Griffin","191.89506","paid","Lake Havasu City-Kingman, AZ","672","Nach dir kommt nichts","24"
"Coldplay","Layla","F","27","Griffin","274.41587","paid","Lake Havasu City-Kingman, AZ","672","One I Love","24"
"Lou Gramm","Kevin","M","3","Arellano","296.17587","free","Harrisburg-Carlisle, PA","676","Just Between You And Me (Remastered LP Version)","66"
"Aesop Rock","Layla","F","28","Griffin","272.24771","paid","Lake Havasu City-Kingman, AZ","672","One Brick","24"
"The Mars Volta","Layla","F","29","Griffin","426.00444","paid","Lake Havasu City-Kingman, AZ","672","Drunkship Of Lanterns","24"
"Jonna Tervomaa","Layla","F","30","Griffin","219.97669","paid","Lake Havasu City-Kingman, AZ","672","Kaiken se kÃÂ¤rsii","24"
"Kings Of Leon","Layla","F","31","Griffin","231.81016","paid","Lake Havasu City-Kingman, AZ","672","Use Somebody","24"
"LMFAO / Lil Jon","Layla","F","32","Griffin","222.17098","paid","Lake Havasu City-Kingman, AZ","672","Shots","24"
"Global Deejays Feat. Rozalla","Jordan","F","0","Hicks","398.52363","free","Salinas, CA","684","EverybodyÃÂ´s Free","37"
"Ratt","Layla","F","33","Griffin","195.86567","paid","Lake Havasu City-Kingman, AZ","672","Scratch That Itch (LP Version)","24"
"Kings Of Leon","Layla","F","34","Griffin","201.79546","paid","Lake Havasu City-Kingman, AZ","672","Revelry","24"
"N.E.R.D.","Layla","F","35","Griffin","259.23873","paid","Lake Havasu City-Kingman, AZ","672","Rock Star","24"
"Future Rock","Lily","F","0","Koch","239.90812","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","Gears","15"
"Pride Tiger","Layla","F","36","Griffin","215.77098","paid","Lake Havasu City-Kingman, AZ","672","The Lucky Ones","24"
"Lady GaGa / Colby O'Donis","Layla","F","37","Griffin","238.54975","paid","Lake Havasu City-Kingman, AZ","672","Just Dance","24"
"Linkin Park","Lily","F","1","Koch","216.92036","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","In The End (Album Version)","15"
"Rapper K","Lily","F","2","Koch","328.51546","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","Moving Forward (feat. Late_ M.E.N.I.S. & Caper)","15"
"Nevermore","Layla","F","38","Griffin","253.1522","paid","Lake Havasu City-Kingman, AZ","672","I Am The Dog","24"
"Phoenix","Layla","F","39","Griffin","198.03383","paid","Lake Havasu City-Kingman, AZ","672","Too Young","24"
"Mt. St. Helens Vietnam Band","Lily","F","3","Koch","253.6224","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","A Year Or Two","15"
"Justice","Layla","F","40","Griffin","242.23302","paid","Lake Havasu City-Kingman, AZ","672","D.A.N.C.E. [Live Version]","24"
"Kings Of Leon","Lily","F","4","Koch","201.32526","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","Joe's Head","15"
"A Skylit Drive","Layla","F","41","Griffin","206.18404","paid","Lake Havasu City-Kingman, AZ","672","City On The Edge Of Forever","24"
"Muse","Lily","F","5","Koch","346.69669","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","Resistance","15"
"Superlitio","Layla","F","42","Griffin","226.79465","paid","Lake Havasu City-Kingman, AZ","672","Te LastimÃÂ©","24"
"Meteors","Lily","F","6","Koch","142.21016","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","Yellow Zone","15"
"Ray Barretto","Layla","F","43","Griffin","251.79383","paid","Lake Havasu City-Kingman, AZ","672","Indestructible","24"
"The Lonely Island / Justin Timberlake","Lily","F","7","Koch","161.01832","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","Dick In A Box","15"
"Foo Fighters","Layla","F","44","Griffin","302.91546","paid","Lake Havasu City-Kingman, AZ","672","What If I Do?","24"
"LMFAO","Lily","F","8","Koch","227.99628","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","I'm In Miami Bitch","15"
"Avenged Sevenfold","Lily","F","9","Koch","426.13506","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","Shattered By Broken Dreams","15"
"The Thrills","Layla","F","45","Griffin","332.9824","paid","Lake Havasu City-Kingman, AZ","672","Hollywood Kids","24"
"Patty Larkin","Layla","F","46","Griffin","220.1073","paid","Lake Havasu City-Kingman, AZ","672","Don't","24"
"Coldplay","Layla","F","47","Griffin","298.762","paid","Lake Havasu City-Kingman, AZ","672","Shiver","24"
"Coldplay","Layla","F","48","Griffin","268.38159","paid","Lake Havasu City-Kingman, AZ","672","Yellow","24"
"Taylor Swift","Layla","F","49","Griffin","192.73098","paid","Lake Havasu City-Kingman, AZ","672","Crazier","24"
"Brad Paisley With Andy Griffith","Sylvie","F","0","Cruz","302.70649","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","681","Waitin' On A Woman","10"
"Fruko Y Sus Tesos","Layla","F","50","Griffin","261.11955","paid","Lake Havasu City-Kingman, AZ","672","El Presidiario","24"
"Fats Domino","Layla","F","51","Griffin","122.98404","paid","Lake Havasu City-Kingman, AZ","672","Be My Guest","24"
"Crippled Black Phoenix","Layla","F","52","Griffin","434.78159","paid","Lake Havasu City-Kingman, AZ","672","A Lack of Common Sense","24"
"BjÃÂ¶rk","Layla","F","53","Griffin","348.57751","paid","Lake Havasu City-Kingman, AZ","672","Undo","24"
"The Kills","Layla","F","54","Griffin","203.38893","paid","Lake Havasu City-Kingman, AZ","672","Last Day Of Magic","24"
"Lady GaGa / Colby O'Donis","Layla","F","55","Griffin","238.54975","paid","Lake Havasu City-Kingman, AZ","672","Just Dance","24"
"Kanye West","Layla","F","56","Griffin","237.47873","paid","Lake Havasu City-Kingman, AZ","672","Flashing Lights","24"
"M83","Layla","F","57","Griffin","234.47465","paid","Lake Havasu City-Kingman, AZ","672","Noise","24"
"Kix","Layla","F","58","Griffin","246.25587","paid","Lake Havasu City-Kingman, AZ","672","Girl Money","24"
"The Beatnuts","Layla","F","59","Griffin","267.36281","paid","Lake Havasu City-Kingman, AZ","672","World Famous","24"
"The Foreign Exchange","Layla","F","60","Griffin","249.20771","paid","Lake Havasu City-Kingman, AZ","672","All That You Are (Instrumental)","24"
"The View","Layla","F","62","Griffin","249.49506","paid","Lake Havasu City-Kingman, AZ","672","Double Yellow Lines","24"
"Britney Spears","Tegan","F","2","Levine","197.09342","paid","Portland-South Portland, ME","666","(You Drive Me) Crazy (The Stop Remix!)","80"
"New Young Pony Club","Layla","F","63","Griffin","287.89506","paid","Lake Havasu City-Kingman, AZ","672","Architect Of Love","24"
"Hot Chip","Tegan","F","3","Levine","240.37832","paid","Portland-South Portland, ME","666","Beach Party","80"
"Kanye West","Layla","F","64","Griffin","311.84934","paid","Lake Havasu City-Kingman, AZ","672","Stronger","24"
"OneRepublic","Tegan","F","4","Levine","253.25669","paid","Portland-South Portland, ME","666","Good Life","80"
"Tom Petty And The Heartbreakers","Tegan","F","5","Levine","173.322","paid","Portland-South Portland, ME","666","Baby's A Rock 'N' Roller (Album Version)","80"
"Everclear","Layla","F","65","Griffin","172.22485","paid","Lake Havasu City-Kingman, AZ","672","Heartspark Dollarsign","24"
"Phil Collins","Layla","F","66","Griffin","175.12444","paid","Lake Havasu City-Kingman, AZ","672","You Can't Hurry Love","24"
"Sister Hazel","Layla","F","67","Griffin","243.25179","paid","Lake Havasu City-Kingman, AZ","672","Where Do You Go","24"
"Dwight Yoakam","Layla","F","68","Griffin","239.3073","paid","Lake Havasu City-Kingman, AZ","672","You're The One","24"
"The Ruts","Layla","F","69","Griffin","338.96444","paid","Lake Havasu City-Kingman, AZ","672","West One (Shine On Me)","24"
"Evil Nine","Layla","F","70","Griffin","232.9073","paid","Lake Havasu City-Kingman, AZ","672","The Wait (Feat. David Autokratz)","24"
"Cat Stevens","Layla","F","71","Griffin","229.19791","paid","Lake Havasu City-Kingman, AZ","672","Hard Headed Woman","24"
"The B-52's","Layla","F","72","Griffin","321.54077","paid","Lake Havasu City-Kingman, AZ","672","Love Shack","24"
"Cheb Mami","Layla","F","73","Griffin","229.32853","paid","Lake Havasu City-Kingman, AZ","672","A'rabti","24"
"matchbox twenty","Layla","F","74","Griffin","229.14567","paid","Lake Havasu City-Kingman, AZ","672","Unwell (Album Version)","24"
"Depeche Mode","Layla","F","75","Griffin","295.20934","paid","Lake Havasu City-Kingman, AZ","672","Personal Jesus","24"
"Coheed and Cambria","Layla","F","76","Griffin","563.82649","paid","Lake Havasu City-Kingman, AZ","672","The Light & The Glass","24"
"Bob Lind","Layla","F","77","Griffin","167.83628","paid","Lake Havasu City-Kingman, AZ","672","Elusive Butterfly","24"
"Nightwish","Layla","F","78","Griffin","321.98485","paid","Lake Havasu City-Kingman, AZ","672","Astral Romance","24"
"Old 97's","Layla","F","79","Griffin","188.73424","paid","Lake Havasu City-Kingman, AZ","672","Timebomb (LP Version)","24"
"Young Money featuring Lloyd","Layla","F","80","Griffin","196.33587","paid","Lake Havasu City-Kingman, AZ","672","BedRock (Radio Edit) (feat.Lloyd)","24"
"Blind Guardian","Layla","F","81","Griffin","218.22649","paid","Lake Havasu City-Kingman, AZ","672","The Eldar (Remastered)","24"
"Stone Sour","Layla","F","82","Griffin","203.67628","paid","Lake Havasu City-Kingman, AZ","672","Made Of Scars (Album Version)","24"
"Daft Punk","Layla","F","83","Griffin","239.80363","paid","Lake Havasu City-Kingman, AZ","672","Face To Face","24"
"La Rue KÃÂ©tanou","Layla","F","84","Griffin","213.08036","paid","Lake Havasu City-Kingman, AZ","672","Les hommes que j'aime","24"
"James Blake","Ryan","M","0","Smith","287.00689","free","San Jose-Sunnyvale-Santa Clara, CA","706","Footnotes","26"
"Alex Ubago","Layla","F","85","Griffin","249.41669","paid","Lake Havasu City-Kingman, AZ","672","No Te Rindas","24"
"Metallica","Layla","F","86","Griffin","515.21261","paid","Lake Havasu City-Kingman, AZ","672","Master Of Puppets","24"
"September Malevolence","Layla","F","87","Griffin","823.74485","paid","Lake Havasu City-Kingman, AZ","672","Nobody Noticed The Fire","24"
"Morcheeba","Emily","F","0","Benson","360.48934","paid","Augusta-Richmond County, GA-SC","579","Big Calm","58"
"The Duckworth Lewis Method","Emily","F","1","Benson","258.16771","paid","Augusta-Richmond County, GA-SC","579","Flatten the Hay","58"
"CSS","Layla","F","88","Griffin","213.75955","paid","Lake Havasu City-Kingman, AZ","672","Let's Make Love And Listen To Death From Above [Dan Carey Mix] (remastered album version)","24"
"Stars","Emily","F","2","Benson","243.1473","paid","Augusta-Richmond County, GA-SC","579","Elevator Love Letter","58"
"The Black Keys","Layla","F","89","Griffin","211.01669","paid","Lake Havasu City-Kingman, AZ","672","Tighten Up","24"
"The All-American Rejects","Joseph","M","1","Gutierrez","260.23138","free","Columbia, SC","467","Happy Endings","75"
"Robert Plant","Layla","F","90","Griffin","226.48118","paid","Lake Havasu City-Kingman, AZ","672","If I Were A Carpenter","24"
"Gallows","Layla","F","91","Griffin","479.29424","paid","Lake Havasu City-Kingman, AZ","672","Crucifucks (Album Version)","24"
"Clara Nunes - Com Adoniran Barbosa","Layla","F","92","Griffin","241.162","paid","Lake Havasu City-Kingman, AZ","672","Iracema","24"
"BeyoncÃÂ©","Colm","M","0","Santana","261.74649","free","Nashville-Davidson--Murfreesboro--Franklin, TN","599","Halo","67"
"Vladislav Delay","Layla","F","93","Griffin","559.49016","paid","Lake Havasu City-Kingman, AZ","672","I Saw A Polysexual","24"
"The Pierces","Layla","F","94","Griffin","222.58893","paid","Lake Havasu City-Kingman, AZ","672","Three Wishes (Gossip Girl Soundtrack Version)","24"
"Kelis","Layla","F","95","Griffin","315.19302","paid","Lake Havasu City-Kingman, AZ","672","Mars","24"
"Linda Eder","Layla","F","96","Griffin","180.92363","paid","Lake Havasu City-Kingman, AZ","672","Don't Rain On My Parade (from Funny Girl) (2007 Remastered LP Version)","24"
"Airto Moreira","Layla","F","97","Griffin","306.07628","paid","Lake Havasu City-Kingman, AZ","672","Berimbau First Cry","24"
"Calvin Richardson","Layla","F","98","Griffin","76.25098","paid","Lake Havasu City-Kingman, AZ","672","Intro","24"
"Craig Mack","Layla","F","99","Griffin","218.04363","paid","Lake Havasu City-Kingman, AZ","672","Flava In Your Ear","24"
"Black Eyed Peas","Layla","F","100","Griffin","257.54077","paid","Lake Havasu City-Kingman, AZ","672","Imma Be","24"
"Remedy Drive","Layla","F","101","Griffin","185.46893","paid","Lake Havasu City-Kingman, AZ","672","All Along (Album)","24"
"Jarabe De Palo","Layla","F","102","Griffin","233.53424","paid","Lake Havasu City-Kingman, AZ","672","Como peces en el agua","24"
"Lunascape","Layla","F","103","Griffin","376.81587","paid","Lake Havasu City-Kingman, AZ","672","Mindstalking (JD Sub's Solid verZion)","24"
"Krista Detor","Chloe","F","0","Cuevas","249.73016","paid","San Francisco-Oakland-Hayward, CA","708","Robert Johnson Has Left Mississippi","49"
"Happy Mondays","Layla","F","104","Griffin","208.74404","paid","Lake Havasu City-Kingman, AZ","672","Holiday","24"
"Kaya Project","Chloe","F","1","Cuevas","370.65098","paid","San Francisco-Oakland-Hayward, CA","708","Elixir (featuring Omar Farouk Teklibek)","49"
"Cutting Crew","Layla","F","105","Griffin","293.22404","paid","Lake Havasu City-Kingman, AZ","672","Fear Of Falling","24"
"Less Than Jake","Layla","F","106","Griffin","154.48771","paid","Lake Havasu City-Kingman, AZ","672","Scott Farcas Takes It On The Chin","24"
"Chevelle","Chloe","F","3","Cuevas","250.06975","paid","San Francisco-Oakland-Hayward, CA","708","Wonder What's Next","49"
"The Cinematic Orchestra","Chloe","F","4","Cuevas","373.9424","paid","San Francisco-Oakland-Hayward, CA","708","To Build A Home","49"
"Between The Buried And Me","Chloe","F","5","Cuevas","217.75628","paid","San Francisco-Oakland-Hayward, CA","708","Mirrors","49"
"Kealii Reichel","Chloe","F","6","Cuevas","287.65995","paid","San Francisco-Oakland-Hayward, CA","708","Kawaipunahele (Album Version)","49"
"Tub Ring","Chloe","F","7","Cuevas","233.69098","paid","San Francisco-Oakland-Hayward, CA","708","Invalid","49"
"Joe Christmas","Chloe","F","8","Cuevas","185.7824","paid","San Francisco-Oakland-Hayward, CA","708","Bedroom Suite","49"
"Die Mooskirchner","Chloe","F","9","Cuevas","169.29914","paid","San Francisco-Oakland-Hayward, CA","708","Frisch und g'sund","49"
"Devendra Banhart","Chloe","F","10","Cuevas","150.41261","paid","San Francisco-Oakland-Hayward, CA","708","Todo Los Dolores","49"
"Method Man / Ghostface Killah / Solomon Childs / Streetlife","Chloe","F","11","Cuevas","177.13587","paid","San Francisco-Oakland-Hayward, CA","708","Smooth Sailing Remix","49"
"Live","Chloe","F","12","Cuevas","231.78404","paid","San Francisco-Oakland-Hayward, CA","708","The Distance","49"
"Kansas","Chloe","F","13","Cuevas","337.26649","paid","San Francisco-Oakland-Hayward, CA","708","Look At The Time","49"
"Alain Clark","Chloe","F","14","Cuevas","219.27138","paid","San Francisco-Oakland-Hayward, CA","708","I Need You (Album)","49"
"Bright Eyes","Chloe","F","15","Cuevas","224.80934","paid","San Francisco-Oakland-Hayward, CA","708","At The Bottom Of Everything","49"
"Devendra Banhart","Chloe","F","16","Cuevas","97.43628","paid","San Francisco-Oakland-Hayward, CA","708","My Ships","49"
"John Michael Montgomery","Chloe","F","17","Cuevas","234.29179","paid","San Francisco-Oakland-Hayward, CA","708","I Can Love You Like That (Remastered Version)","49"
"The Pink Fairies","Chloe","F","18","Cuevas","236.40771","paid","San Francisco-Oakland-Hayward, CA","708","The Snake","49"
"Simon Harris","Chloe","F","19","Cuevas","195.83955","paid","San Francisco-Oakland-Hayward, CA","708","Sample Track 2","49"
"OneRepublic","Chloe","F","20","Cuevas","224.67873","paid","San Francisco-Oakland-Hayward, CA","708","Secrets","49"
"Greg Adams","Chloe","F","21","Cuevas","285.57016","paid","San Francisco-Oakland-Hayward, CA","708","Wrapped Around Your Finger","49"
"Colbie Caillat","Chloe","F","22","Cuevas","233.16853","paid","San Francisco-Oakland-Hayward, CA","708","I Never Told You","49"
"The All-American Rejects","Chloe","F","23","Cuevas","189.25669","paid","San Francisco-Oakland-Hayward, CA","708","Stab My Back","49"
"Third Day","Chloe","F","24","Cuevas","279.17016","paid","San Francisco-Oakland-Hayward, CA","708","God of Wonders","49"
"Toby Keith","Chloe","F","25","Cuevas","243.69587","paid","San Francisco-Oakland-Hayward, CA","708","Weed With Willie","49"
"Coldplay","Chloe","F","26","Cuevas","327.8624","paid","San Francisco-Oakland-Hayward, CA","708","Daylight","49"
"Freefall Feat. Jan Johnston","Chloe","F","27","Cuevas","532.11383","paid","San Francisco-Oakland-Hayward, CA","708","Skydive (I Feel Wonderful)","49"
"Roger Cicero","Ryan","M","0","Smith","176.97914","free","San Jose-Sunnyvale-Santa Clara, CA","719","Frauen regier'n die Welt","26"
"Lady GaGa / Colby O'Donis","Ryan","M","1","Smith","238.54975","free","San Jose-Sunnyvale-Santa Clara, CA","719","Just Dance","26"
"Hot Chip","Mohammad","M","0","Rodriguez","283.32363","free","Sacramento--Roseville--Arden-Arcade, CA","688","We're Looking For A Lot Of Love","88"
"Tenth Avenue North","Lily","F","1","Burns","245.34159","free","New York-Newark-Jersey City, NY-NJ-PA","711","Love Is Here","32"
"Kid Cudi / Ratatat","Ayla","F","1","Johnson","246.72608","free","Santa Rosa, CA","627","Alive (nightmare)","63"
"Cesaria Evora","Makinley","F","0","Jones","241.78893","free","Chicago-Naperville-Elgin, IL-IN-WI","190","Cabo Verde MandÃÂ¡ MantÃÂ©nha","17"
"Iron Maiden","Anabelle","F","0","Simpson","227.76118","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","651","Holy Smoke","69"
"Angels and Airwaves","Makinley","F","1","Jones","302.05342","free","Chicago-Naperville-Elgin, IL-IN-WI","190","The Gift","17"
"Aaron Shust","Makinley","F","2","Jones","222.11873","free","Chicago-Naperville-Elgin, IL-IN-WI","190","Like I Never Felt Before","17"
"John Mayer","Jayden","M","0","Fox","259.16036","free","New Orleans-Metairie, LA","673","Wait Until Tomorrow","101"
"Yes","Brayden","M","0","Clark","260.8322","free","New York-Newark-Jersey City, NY-NJ-PA","477","TO BE OVER","41"
"Brooklyn Bounce","Brayden","M","1","Clark","359.13098","free","New York-Newark-Jersey City, NY-NJ-PA","477","Get Ready To Bounce Recall 08","41"
"Cold","Brayden","M","4","Clark","189.83138","free","New York-Newark-Jersey City, NY-NJ-PA","477","Stupid Girl","41"
"Parachute","Dominick","M","0","Norris","146.05016","free","Los Angeles-Long Beach-Anaheim, CA","403","She Is Love","45"
"Ericke","Brayden","M","5","Clark","435.93098","free","New York-Newark-Jersey City, NY-NJ-PA","477","The Beat Is Rockin (Original Mix)","41"
"Weird Al Yankovic","Brayden","M","6","Clark","202.47465","free","New York-Newark-Jersey City, NY-NJ-PA","477","Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)","41"
"The Bucketheads","Brayden","M","7","Clark","386.97751","free","New York-Newark-Jersey City, NY-NJ-PA","477","The Bomb (Little Louie Vega Bonus)","41"
"Taylor Swift","Brayden","M","8","Clark","233.89995","free","New York-Newark-Jersey City, NY-NJ-PA","477","Love Story","41"
"JosÃÂ© Alfredo Jimenez Con Mariachi Vargas De Tecalitlan","Brayden","M","9","Clark","129.27955","free","New York-Newark-Jersey City, NY-NJ-PA","477","El Rey","41"
"The Black Keys","Jaleah","F","0","Hayes","203.75465","paid","San Antonio-New Braunfels, TX","696","When The Lights Go Out","70"
"Tennessee Ernie Ford","Jaleah","F","1","Hayes","157.1522","paid","San Antonio-New Braunfels, TX","696","Sixteen Tons","70"
"Neutral Milk Hotel","Jaleah","F","2","Hayes","193.90649","paid","San Antonio-New Braunfels, TX","696","Gardenhead / Leave Me Alone","70"
"Don Henley","Jaleah","F","3","Hayes","257.41016","paid","San Antonio-New Braunfels, TX","696","Through Your Hands (Album Version)","70"
"Nik BÃÂ¤rtsch's Ronin","Jaleah","F","4","Hayes","754.72934","paid","San Antonio-New Braunfels, TX","696","MODUL 23","70"
